ID_REF,VALUE,Description
11283_at,3.4941,"cytochrome P450, family 4, subfamily F, polypeptide 8"
112885_at,3.6005,PHD finger protein 21B
1129_at,3.8602,"receptor, muscarinic 2"
112937_at,3.4209,"galactosidase, beta 1-like 3"
1131_at,3.8518,"receptor, muscarinic 3"
11314_at,3.9124,CD300a molecule
11326_at,3.8829,V-set and immunoglobulin domain containing 4
1133_at,3.8744,"receptor, muscarinic 5"
1134_at,3.4935,"receptor, nicotinic, alpha 1 (muscle)"
11341_at,3.6946,stimulator of chondrogenesis 1
113540_at,3.7366,CKLF-like MARVEL transmembrane domain containing 1
1137_at,3.8429,"receptor, nicotinic, alpha 4"
113746_at,3.586,outer dense fiber of sperm tails 3
113835_at,3.6942,zinc finger protein 257
114_at,3.9456,adenylate cyclase 8 (brain)
114026_at,3.4432,"zinc finger, imprinted 3"
114038_at,3.7206,long intergenic non-protein coding RNA 313
114088_at,3.5918,tripartite motif containing 9
114132_at,3.488,sialic acid binding Ig-like lectin 11
1142_at,3.6824,"receptor, nicotinic, beta 3"
1144_at,3.7228,"receptor, nicotinic, delta"
1145_at,3.6257,"receptor, nicotinic, epsilon"
114771_at,3.6505,peptidoglycan recognition protein 3
114786_at,3.4283,"XK, Kell blood group complex subunit-related family, member 4"
114788_at,3.4422,CUB and Sushi multiple domains 3
114792_at,3.2414,kelch-like 32 (Drosophila)
114795_at,3.6299,transmembrane protein 132B
114798_at,3.6149,"SLIT and NTRK-like family, member 1"
114801_at,3.5597,transmembrane protein 200A
114805_at,3.7552,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13)
114815_at,3.798,sortilin-related VPS10 domain containing receptor 1
114827_at,3.8781,forkhead-associated (FHA) phosphopeptide binding domain 1
114898_at,3.8525,C1q and tumor necrosis factor related protein 2
1149_at,3.8998,death-inducing DFFA-like effector a
114900_at,3.5791,C1q and tumor necrosis factor related protein 4
114905_at,3.8199,C1q and tumor necrosis factor related protein 7
114960_at,3.5854,"testis specific, 13"
115111_at,3.4835,"solute carrier family 26, member 7"
115350_at,3.398,Fc receptor-like 1
115362_at,3.5541,guanylate binding protein 5
115584_at,3.9702,"solute carrier family 5 (sodium/glucose cotransporter), member 11"
115701_at,3.9377,alpha-kinase 2
115727_at,3.8788,RAS guanyl releasing protein 4
115761_at,3.6338,ADP-ribosylation factor-like 11
115795_at,3.8221,chromosome 3 open reading frame 24
1158_at,3.7513,"kinase, muscle"
115827_at,3.4353,"RAB3C, member RAS oncogene family"
116_at,3.9296,adenylate cyclase activating polypeptide 1 (pituitary)
1160_at,3.7187,"kinase, mitochondrial 2 (sarcomeric)"
116093_at,3.4364,disrupted in renal carcinoma 1
116123_at,3.8878,flavin containing monooxygenase 9 pseudogene
116135_at,3.8952,leucine rich repeat containing 3B
116173_at,3.9731,CKLF-like MARVEL transmembrane domain containing 5
116179_at,3.5558,transglutaminase 7
116285_at,3.5107,acyl-CoA synthetase medium-chain family member 1
116328_at,3.4007,chromosome 8 open reading frame 34
116337_at,3.5419,pannexin 3
116369_at,3.7289,"solute carrier family 26, member 8"
116379_at,3.5324,"interleukin 22 receptor, alpha 2"
116412_at,3.859,zinc finger protein 837
116437_at,3.5208,uncharacterized LOC116437
116441_at,3.4619,transmembrane 4 L six family member 18
116442_at,3.5147,"RAB39B, member RAS oncogene family"
116443_at,3.865,"glutamate receptor, ionotropic, N-methyl-D-aspartate 3A"
116511_at,3.935,MAS1 oncogene-like
116835_at,3.8231,heat shock 70kD protein 12B
116933_at,3.9599,CLRN1 antisense RNA 1 (non-protein coding)
116966_at,3.4855,WD repeat domain 17
116986_at,3.8337,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
117153_at,3.6046,melanoma inhibitory activity 2
117154_at,3.8539,dachshund homolog 2 (Drosophila)
117155_at,3.937,"cation channel, sperm associated 2"
117157_at,3.8318,SH2 domain containing 1B
117159_at,3.5663,dermcidin
117195_at,3.506,"MAS-related GPR, member X3"
117196_at,3.7462,"MAS-related GPR, member X4"
117247_at,3.9111,"solute carrier family 16, member 10 (aromatic amino acid transporter)"
117283_at,3.9583,inositol hexakisphosphate kinase 3
117289_at,3.8256,T-cell activation RhoGTPase activating protein
117531_at,3.5753,transmembrane channel-like 1
117579_at,3.7901,relaxin 3
117581_at,3.5583,twist homolog 2 (Drosophila)
1178_at,3.6218,crystal protein
118421_at,3.3599,long intergenic non-protein coding RNA 161
118425_at,3.6481,gene differentially expressed in prostate
118427_at,3.467,olfactomedin 3
118461_at,3.8684,chromosome 10 open reading frame 71
118491_at,3.9206,tetratricopeptide repeat domain 18
118611_at,3.5868,chromosome 10 open reading frame 90
118663_at,3.7348,BTB (POZ) domain containing 16
118670_at,3.6304,"family with sequence similarity 24, member A"
118856_at,3.5201,matrix metallopeptidase 21
1193_at,3.8815,intracellular channel 2
119385_at,3.8229,ankyrin repeat and GTPase domain Arf GTPase activating protein 11
119467_at,3.645,clarin 3
119548_at,3.3341,pancreatic lipase-related protein 3
120066_at,3.9322,"olfactory receptor, family 5, subfamily P, member 3"
120114_at,3.7927,FAT tumor suppressor homolog 3 (Drosophila)
120425_at,3.7213,"adhesion molecule, interacts with CXADR antigen 1"
120892_at,3.792,leucine-rich repeat kinase 2
120935_at,3.9222,coiled-coil domain containing 38
121006_at,3.5863,"family with sequence similarity 186, member A"
121214_at,3.6129,"short chain dehydrogenase/reductase family 9C, member 7"
121256_at,3.8388,transmembrane protein 132D
121273_at,3.9607,chromosome 12 open reading frame 54
121278_at,3.9371,tryptophan hydroxylase 2
121340_at,3.9469,Sp7 transcription factor
1215_at,3.5363,"1, mast cell"
121599_at,3.3125,Spi-C transcription factor (Spi-1/PU.1 related)
121601_at,3.9323,anoctamin 4
121838_at,3.5322,long intergenic non-protein coding RNA 284
122042_at,3.6607,relaxin/insulin-like family peptide receptor 2
122046_at,3.3848,chromosome 13 open reading frame 26
122258_at,3.8815,sperm acrosome associated 7
122402_at,3.9119,tudor domain containing 9
122651_at,3.7444,"ribonuclease, RNase A family, 11 (non-active)"
122664_at,3.6211,tubulin polymerization-promoting protein family member 2
122876_at,3.9746,glycoprotein hormone beta 5
123041_at,3.7249,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4"
1235_at,3.6241,(C-C motif) receptor 6
124_at,3.3824,"alcohol dehydrogenase 1A (class I), alpha polypeptide"
1240_at,3.8744,receptor 1
124093_at,3.8897,coiled-coil domain containing 78
124221_at,3.9323,"protease, serine, 30 homolog (mouse), pseudogene"
124460_at,3.6279,sorting nexin 20
124535_at,3.8131,heat shock transcription factor family member 5
124602_at,3.8984,kinesin family member 19
124626_at,3.7395,zona pellucida binding protein 2
124783_at,3.7873,chromosome 17 open reading frame 46
124842_at,3.6434,transmembrane protein 132E
124857_at,3.7964,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
124912_at,3.4605,sperm acrosome associated 3
125_at,3.6361,"alcohol dehydrogenase 1B (class I), beta polypeptide"
125111_at,3.9739,"gap junction protein, delta 3, 31.9kDa"
125113_at,3.9151,keratin 222
125115_at,3.3817,keratin 40
125336_at,3.5411,lipoxygenase homology domains 1
125875_at,3.9612,claudin domain containing 2
125972_at,3.8392,calreticulin 3
126_at,3.6961,"alcohol dehydrogenase 1C (class I), gamma polypeptide"
126006_at,3.5724,Purkinje cell protein 2
126014_at,3.7698,"osteoclast associated, immunoglobulin-like receptor"
1261_at,3.4596,nucleotide gated channel alpha 3
126123_at,3.862,IZUMO family member 2
126248_at,3.7412,WD repeat domain 88
126306_at,3.588,junctional sarcoplasmic reticulum protein 1
126364_at,3.8681,leucine rich repeat containing 25
126393_at,3.8372,"heat shock protein, alpha-crystallin-related, B6"
126410_at,3.8776,"cytochrome P450, family 4, subfamily F, polypeptide 22"
126549_at,3.8187,ankyrin repeat and LEM domain containing 1
126638_at,3.5605,repetin
1268_at,3.8006,receptor 1 (brain)
126820_at,3.6722,WD repeat domain 63
126859_at,3.5435,axonemal dynein light chain domain containing 1
126868_at,3.7761,mab-21-like 3 (C. elegans)
127_at,3.5192,"alcohol dehydrogenase 4 (class II), pi polypeptide"
127002_at,3.6744,ataxin 7-like 2
127247_at,3.6531,ankyrin repeat and SOCS box containing 17
127254_at,3.4576,chromosome 1 open reading frame 173
127343_at,3.6487,diencephalon/mesencephalon homeobox 1
127391_at,3.7612,transmembrane and coiled-coil domains 2
127540_at,3.8668,high mobility group box 4
127579_at,3.9133,DC-STAMP domain containing 2
127670_at,3.5908,transmembrane epididymal protein 1
127731_at,3.6379,von Willebrand factor A domain containing 5B1
127795_at,3.7324,chromosome 1 open reading frame 87
1278_at,3.8837,"type I, alpha 2"
127841_at,3.5681,uncharacterized LOC127841
1280_at,3.7635,"type II, alpha 1"
128025_at,3.8859,WD repeat domain 64
1281_at,3.6471,"type III, alpha 1"
128178_at,3.7152,EDAR-associated death domain
128209_at,3.6786,Kruppel-like factor 17
128408_at,3.3107,"basic helix-loop-helix family, member e23"
128497_at,3.7328,spermatogenesis associated 25
1285_at,3.9094,"type IV, alpha 3 (Goodpasture antigen)"
128553_at,3.9222,teashirt zinc finger homeobox 2
128602_at,3.5279,chromosome 20 open reading frame 85
128611_at,3.5496,zinc finger protein 831
128817_at,3.814,cystatin-like 1
128821_at,3.7358,cystatin 9-like
128859_at,3.9473,"BPI fold containing family B, member 6"
128861_at,3.9447,"BPI fold containing family A, member 3"
128864_at,3.5906,chromosome 20 open reading frame 144
128876_at,3.8658,"family with sequence similarity 83, member C"
129025_at,3.945,zinc finger protein 280A
129446_at,3.6925,xin actin-binding repeat containing 2
1297_at,3.7161,"type IX, alpha 1"
129852_at,3.8572,chromosome 2 open reading frame 73
129881_at,3.9071,chromosome 2 open reading frame 77
130_at,3.6938,alcohol dehydrogenase 6 (class V)
1300_at,3.9207,"type X, alpha 1"
130013_at,3.6159,aminocarboxymuconate semialdehyde decarboxylase
1301_at,3.7077,"type XI, alpha 1"
130106_at,3.9119,calcium and integrin binding family member 4
130120_at,3.8663,regenerating islet-derived 3 gamma
130132_at,3.7161,raftlin family member 2
130497_at,3.8368,odd-skipped related 1 (Drosophila)
130540_at,3.8595,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 12"
130749_at,3.7101,carboxypeptidase O
130940_at,3.6891,coiled-coil domain containing 148
130951_at,3.3989,chromosome 2 open reading frame 65
131_at,3.6331,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
1310_at,3.8155,"type XIX, alpha 1"
131034_at,3.5678,copine IV
131096_at,3.333,"potassium voltage-gated channel, subfamily H (eag-related), member 8"
1311_at,3.3087,oligomeric matrix protein
131368_at,3.3328,zona pellucida-like domain containing 1
131377_at,3.6639,kelch repeat and BTB (POZ) domain containing 5
131450_at,3.5758,CD200 receptor 1
131578_at,3.8837,leucine rich repeat containing 15
131669_at,3.6425,urocanase domain containing 1
131920_at,3.7644,transmembrane protein 207
132112_at,3.4375,receptor (chemosensory) transporter protein 1
132203_at,3.3126,"sentan, cilia apical structure protein"
132204_at,3.4261,synaptoporin
132243_at,3.6995,"H1 histone family, member O, oocyte-specific"
132332_at,3.6926,transmembrane protein 155
132671_at,3.6038,spermatogenesis associated 18 homolog (rat)
132724_at,3.645,"transmembrane protease, serine 11B"
132954_at,3.3993,phosducin-like 2
133121_at,3.3879,ectonucleotide pyrophosphatase/phosphodiesterase 6
133418_at,3.3589,embigin
133491_at,3.7038,chromosome 5 open reading frame 47
133558_at,3.8654,HEAT repeat family member 7B2
133584_at,3.8056,"EGF-like, fibronectin type III and laminin G domains"
133688_at,3.6813,"UDP glycosyltransferase 3 family, polypeptide A1"
133874_at,3.7032,chromosome 5 open reading frame 58
1339_at,3.2655,c oxidase subunit VIa polypeptide 2
133923_at,3.7252,zinc finger protein 474
134111_at,3.7332,ubiquitin-conjugating enzyme E2Q family-like 1
134187_at,3.9216,"POU domain class 5, transcription factor 2"
134288_at,3.8214,transmembrane protein 174
134466_at,3.8409,zinc finger protein 300 pseudogene 1
134526_at,3.517,acyl-CoA thioesterase 12
1346_at,3.7128,c oxidase subunit VIIa polypeptide 1 (muscle)
134701_at,3.6172,ripply2 homolog (zebrafish)
134829_at,3.911,clavesin 2
134864_at,3.7581,trace amine associated receptor 1
135138_at,3.5617,PARK2 co-regulated
135644_at,3.5586,tripartite motif containing 40
1357_at,3.6372,A1 (pancreatic)
135886_at,3.7827,Williams-Beuren syndrome chromosome region 28
135892_at,3.9063,tripartite motif containing 50
135946_at,3.633,"olfactory receptor, family 6, subfamily B, member 1"
135948_at,3.6321,"olfactory receptor, family 2, subfamily F, member 2"
1360_at,3.6784,B1 (tissue)
1361_at,3.7669,B2 (plasma)
136242_at,3.9447,"protease, serine, 37"
136259_at,3.9768,Kruppel-like factor 14
136263_at,3.328,chromosome 7 open reading frame 45
136288_at,3.5558,chromosome 7 open reading frame 57
136332_at,3.7663,leucine-rich repeats and guanylate kinase domain containing
136991_at,3.4307,"ankyrin repeat, SAM and basic leucine zipper domain containing 1"
1370_at,3.403,"N, polypeptide 2"
137362_at,3.5588,glutamic-oxaloacetic transaminase 1-like 1
137735_at,3.5023,actin-binding Rho activating protein
1378_at,3.5531,component (3b/4b) receptor 1 (Knops blood group)
137868_at,3.5296,"sarcoglycan, zeta"
1379_at,3.736,component (3b/4b) receptor 1-like
137902_at,3.4359,peroxidasin homolog (Drosophila)-like
1380_at,3.6525,component (3d/Epstein Barr virus) receptor 2
138009_at,3.6049,DDB1 and CUL4 associated factor 4-like 2
138046_at,3.612,RALY RNA binding protein-like
138255_at,3.4576,chromosome 9 open reading frame 135
138307_at,3.4902,lipocalin 8
139065_at,3.414,"SLIT and NTRK-like family, member 4"
139081_at,3.2814,"melanoma antigen family C, 3"
139105_at,3.4954,BEN domain containing 2
139170_at,3.7356,DDB1 and CUL4 associated factor 12-like 1
1392_at,3.523,releasing hormone
139212_at,3.8527,chromosome X open reading frame 41
139285_at,3.8742,family with sequence similarity 123B
1393_at,3.5186,releasing hormone binding protein
139378_at,3.5803,G protein-coupled receptor 112
139411_at,3.5805,patched domain containing 1
139420_at,3.4793,"SMEK homolog 3, suppressor of mek1 (Dictyostelium) pseudogene"
1395_at,3.9749,releasing hormone receptor 2
139538_at,3.445,VENT homeobox pseudogene 1
139599_at,3.6326,"melanoma antigen family E, 2"
139628_at,3.355,forkhead box R2
1401_at,3.7095,"protein, pentraxin-related"
1404_at,3.8344,and proteoglycan link protein 1
140453_at,3.6568,"mucin 17, cell surface associated"
140456_at,3.567,ankyrin repeat and SOCS box containing 11
140458_at,3.4424,ankyrin repeat and SOCS box containing 5
140469_at,3.8427,myosin IIIB
140545_at,3.796,ring finger protein 32
140578_at,3.9703,chondrolectin
140597_at,3.9659,transcription elongation factor A (SII)-like 2
1406_at,3.709,homeobox
140679_at,3.8265,"solute carrier family 32 (GABA vesicular transporter), member 1"
140687_at,3.5572,glucosaminyl (N-acetyl) transferase family member 7
140689_at,3.6295,cerebellin 4 precursor
140690_at,3.5728,CCCTC-binding factor (zinc finger protein)-like
140691_at,3.9108,tripartite motif containing 69
140730_at,3.8212,regulating synaptic membrane exocytosis 4
140732_at,3.969,Sad1 and UNC84 domain containing 5
140733_at,3.8292,MACRO domain containing 2
140771_at,3.6412,"Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)"
140803_at,3.8547,"transient receptor potential cation channel, subfamily M, member 6"
140807_at,3.977,keratin 72
140832_at,3.8422,WAP four-disulfide core domain 10A
140850_at,3.5707,"defensin, beta 127"
140856_at,3.5363,chromosome 20 open reading frame 79
140862_at,3.4678,isthmin 1 homolog (zebrafish)
140873_at,3.6589,chromosome 20 open reading frame 173
140875_at,3.7982,long intergenic non-protein coding RNA 28
140880_at,3.8011,cystatin 11
140881_at,3.4334,"defensin, beta 129"
140886_at,3.2876,"poly(A) binding protein, cytoplasmic 5"
140902_at,3.9305,R3H domain containing-like
140947_at,3.7024,chromosome 5 open reading frame 20
1411_at,3.2636,beta A1
1413_at,3.7977,beta A4
1415_at,3.9401,beta B2
1416_at,3.775,beta B2 pseudogene 1
1418_at,3.5718,gamma A
1419_at,3.8425,gamma B
1420_at,3.8265,gamma C
142684_at,3.7301,"RAB40A, member RAS oncogene family"
142685_at,3.8123,ankyrin repeat and SOCS box containing 15
142910_at,3.5812,"lipase, family member J"
143241_at,3.1801,DPY30 domain containing 1
143425_at,3.6508,synaptotagmin IX
143471_at,3.6652,"proteasome (prosome, macropain) subunit, alpha type, 8"
1435_at,3.9273,stimulating factor 1 (macrophage)
143501_at,3.703,chromosome 11 open reading frame 40
143503_at,3.9374,"olfactory receptor, family 51, subfamily E, member 1"
143678_at,3.843,chromosome 11 open reading frame 94
143686_at,3.8766,sestrin 3
1437_at,3.7733,stimulating factor 2 (granulocyte-macrophage)
143941_at,3.9471,tetratricopeptide repeat domain 36
144124_at,3.6588,"olfactory receptor, family 10, subfamily A, member 5"
144193_at,3.7646,amidohydrolase domain containing 1
1442_at,3.7739,somatomammotropin hormone 1 (placental lactogen)
144360_at,3.4854,long intergenic non-protein coding RNA 477
144453_at,3.6005,bestrophin 3
144486_at,3.8499,uncharacterized LOC144486
144535_at,3.4319,chromosome 12 open reading frame 55
144568_at,3.5079,alpha-2-macroglobulin-like 1
144571_at,3.9625,uncharacterized LOC144571
1446_at,3.5809,alpha s1
